f,1747988334.9606512
u,1747988335.0346277
u,1747988335.1226006
t,1747988337.0506449
e,1747988337.1656086
i,1747988337.320561
n,1747988337.8074107
a,1747988337.9173775
n,1747988338.115317
k,1747988338.3652406
a,1747988338.486202
h,1747988339.3109484
a,1747988339.4329112
d,1747988339.8777742
o,1747988339.9447582
u,1747988340.0747132
d,1747988340.607548
e,1747988340.8930573
m,1747988341.1979628
o,1747988341.3419185
i,1747988341.6844485
i,1747988341.722437
change,1747988341.722437
o,1747988343.1869864
u,1747988343.3459373
r,1747988344.7024138
a,1747988344.7903852
m,1747988345.390469
i,1747988345.66505
m,1747988349.8104603
o,1747988351.5681436
u,1747988351.926279
s,1747988352.2221148
h,1747988352.5072827
i,1747988352.7181983
m,1747988345.4089074
a,1747988345.859768
s,1747988346.870341
u,1747988346.994861
change,1747988346.994861
n,1747988348.1803105
i,1747988348.3545277
n,1747988348.5776784
g,1747988349.5124273
e,1747988352.1746485
n,1747988352.6682193
h,1747988353.1495836
a,1747988353.2595494
m,1747988354.1452773
o,1747988354.266239
t,1747988354.4701777
o,1747988354.6161323
m,1747988354.7410917
o,1747988354.8080716
t,1747988354.9360325
o,1747988355.0390005
s,1747988357.7101774
h,1747988357.8271422
i,1747988358.0350778
y,1747988358.314993
o,1747988358.464375
k,1747988359.2355564
u,1747988359.3731606
n,1747988360.070818
o,1747988361.7430794
k,1747988362.2981775
a,1747988362.7720106
t,1747988363.042927
a,1747988363.1309
m,1747988363.335936
a,1747988363.4728942
r,1747988363.6105344
i,1747988363.7467737
s,1747988364.5438325
a,1747988364.6269615
change,1747988364.6269615
n,1747988366.625601
a,1747988366.7795522
z,1747988367.2434094
e,1747988367.4578469
k,1747988368.315241
o,1747988368.4421108
r,1747988369.0409243
o,1747988369.140718
s,1747988369.4744499
u,1747988369.5744185
n,1747988369.8009562
o,1747988372.520251
d,1747988373.125569
a,1747988373.2923355
change,1747988373.2923355
m,1747988374.4241052
e,1747988374.5052009
r,1747988374.8562608
o,1747988374.971474
s,1747988375.2990794
u,1747988375.42672
g,1747988375.989713
a,1747988376.107342
k,1747988376.6885734
a,1747988376.9791646
e,1747988377.8589425
t,1747988378.321679
t,1747988378.4276462
e,1747988378.5992432
k,1747988378.7961814
i,1747988378.972127
t,1747988379.1050863
a,1747988379.1940603
change,1747988379.1940603
i,1747988380.3306215
s,1747988380.5835428
o,1747988380.7532923
g,1747988381.3211458
e,1747988381.4491835
m,1747988381.8542502
e,1747988381.9851131
r,1747988382.154059
o,1747988383.3248627
s,1747988384.2840376
u,1747988384.403001
change,1747988384.403001
r,1747988385.5816138
o,1747988385.66059
b,1747988385.9604974
o,1747988386.076811
u,1747988386.186777
n,1747988386.4836857
o,1747988386.5936792
s,1747988387.268085
o,1747988387.3550582
u,1747988387.4780207
g,1747988387.7993035
e,1747988387.8782797
n,1747988388.0272331
n,1747988388.106209
i,1747988389.0370243
g,1747988389.8947601
o,1747988390.0387154
r,1747988390.3266273
o,1747988390.4176002
r,1747988390.5045722
i,1747988391.3333173
t,1747988391.782742
o,1747988391.9157
n,1747988392.5325103
e,1747988392.6444755
k,1747988392.8334172
o,1747988392.930388
r,1747988393.4455986
o,1747988393.545568
g,1747988393.889461
a,1747988393.9654374
t,1747988394.2371128
t,1747988394.349532
a,1747988394.543471
change,1747988394.543471
a,1747988394.7144184
a,1747988395.5681567
a,1747988395.700116
n,1747988397.0851047
a,1747988397.2090678
t,1747988397.6637318
a,1747988397.7627008
h,1747988398.3895087
a,1747988398.502474
o,1747988398.976327
s,1747988399.233248
o,1747988399.348213
k,1747988399.6271262
a,1747988399.7260966
t,1747988400.0390098
t,1747988400.1163576
a,1747988400.3120515
change,1747988400.3120515
o,1747988401.2857523
m,1747988401.5716636
a,1747988401.6816301
e,1747988401.8505774
r,1747988402.5426133
a,1747988402.5975962
h,1747988404.055565
a,1747988405.0858674
w,1747988405.653693
a,1747988405.7746553
s,1747988406.287498
h,1747988406.73936
i,1747988406.9472945
n,1747988407.236205
o,1747988407.4641366
k,1747988408.181914
o,1747988408.2928815
k,1747988408.3788533
o,1747988408.4168415
r,1747988409.2527962
o,1747988409.3307722
n,1747988409.6192107
i,1747988409.7794611
k,1747988410.075871
a,1747988410.2158267
t,1747988410.436758
t,1747988410.548724
a,1747988410.72367
n,1747988411.2055213
o,1747988411.4014616
change,1747988411.4014616
k,1747988412.4991274
a,1747988412.630087
e,1747988412.814029
t,1747988413.8430471
t,1747988413.931019
e,1747988414.117962
k,1747988414.841738
u,1747988415.0466747
r,1747988415.2436142
u,1747988415.2928903
n,1747988416.0916445
o,1747988416.33357
d,1747988417.1793087
e,1747988417.4042404
s,1747988417.6351693
u,1747988417.7241414
